record_id,origin,title,date_local,time_local,timezone,venue,neighborhood,borough,host,official_url,registration_url,source_calendars,format,net_signal,icp_score,icp_fit_rationale,confirmed_people_orgs,target_audience,price_currency,access_requirements,observed_registration_status,observation_time,rank_score,rank_tier,remaining_uncertainty,slug,official_desc_snippet,networking_evidence,evidence_level,desc_has_commercial
CW-0283,official-838,120th NY Hardware Meetup - Climate Tech Week at Antler VC,2026-09-22,06:00pm-08:00pm,America/New_York (assumed; NYC listing),,,,NY Hardware Meetup,https://www.climateweeknyc.org/event-search/120th-ny-hardware-meetup-climate-tech-week-at-antler-vc?hsLang=en,https://luma.com/021ztfq8,climateweeknyc.org/event-search (official),In-person,strong,4,built world / data centers / real estate; energy / grid / power markets,,Not stated on official listing (unverified),unknown,Public event on official directory; eligibility not inferred,"Registration availability not observed; Public event (official page, 2026-09-10)",2026-09-10 (this pass),6,Qualified,Registration status/price/eligibility not verified.,120th-ny-hardware-meetup-climate-tech-week-at-antler-vc,"06:00pm - 08:00pm, Tuesday, September 22, 2026 Public event Register now Climate technology is ultimately a hardware problem. Whether it’s energy, buildings, transportation, manufacturing, electrification, or infrastructure, many of the biggest climate challenges require new physical technologies—and founders willing to build them. On September 22, NY Hardware Meetup is joining Climate Tech Week for a founder-focused evening of climate tech lightning talks, networking, and conversations at Antle",happy hour; meetup,primary-page (official description parsed 2026-09-10),yes
CW-0259,official-838,Beyond Mineral Supply Security: Partnerships and Community Rights,2026-09-22,09:30am-11:00am,America/New_York (assumed; NYC listing),447 Broadway #2nd floor,,Manhattan,Resource Justice Network and Oxfam,https://www.climateweeknyc.org/event-search/beyond-mineral-supply-security-partnerships-and-community-rights?hsLang=en,https://www.eventbrite.com/e/beyond-mineral-supply-security-partnerships-and-community-rights-tickets-1997108295673?aff=oddtdtcreator,climateweeknyc.org/event-search (official),In-person,strong,4,energy / grid / power markets; industrial decarbonization / manufacturing,,Not stated on official listing (unverified),unknown,Public event on official directory; eligibility not inferred,"Registration availability not observed; Public event (official page, 2026-09-10)",2026-09-10 (this pass),6,Qualified,Registration status/price/eligibility not verified.,beyond-mineral-supply-security-partnerships-and-community-rights,"09:30am - 11:00am, Tuesday, September 22, 2026 447 Broadway #2nd floor, Manhattan, New York, New York, 10013, United States Public event Register now There is no climate transition without transition minerals. How they are governed will decide whether decarbonisation delivers development and prosperity for producer countries, or simply repeats extractive patterns under a green label. This session, convened by Resource Justice Network and Oxfam America with the support of ActionAid Denmark, bring",network,primary-page (official description parsed 2026-09-10),yes
CW-0178,official-838,Caribbean Energy Roundtable @ Climate Week,2026-09-22,06:00pm-08:30pm,America/New_York (assumed; NYC listing),3 E 28th St,,,Advanced Energy Group,https://www.climateweeknyc.org/event-search/caribbean-energy-roundtable-climate-week?hsLang=en,https://luma.com/caribbeanenergy-cwnyc26,climateweeknyc.org/event-search (official),In-person,strong,5,energy / grid / power markets; climate finance / investment  [secondary: cities / urban systems],,Not stated on official listing (unverified),unknown,Private event on official directory; eligibility not inferred,"Registration availability not observed; Private event (official page, 2026-09-10)",2026-09-10 (this pass),7,Qualified,Registration status/price/eligibility not verified.,caribbean-energy-roundtable-climate-week,"06:00pm - 08:30pm, Tuesday, September 22, 2026 3 E 28th St, New York, New York, 10016, United States Private event Register now 🌴 AEG Caribbean Energy Roundtable Catalyzing 12-month collaborative impact at the intersection of resilience, prosperity, and health in the Caribbean. The objective of this annual roundtable is to mobilize and deploy catalytic capital into vital energy projects across Caribbean nations and territories. We bring together key stakeholders—with a focus on leaders of Caribb",roundtable,primary-page (official description parsed 2026-09-10),yes
CW-0199,official-838,Circular Supply Chain Summit,2026-09-22,09:00am-05:00pm,America/New_York (assumed; NYC listing),137 Grand St.,,Manhattan,Circular Supply Chain Network,https://www.climateweeknyc.org/event-search/circular-supply-chain-summit?hsLang=en,https://luma.com/axhd5qj2,climateweeknyc.org/event-search (official),In-person,strong,5,industrial decarbonization / manufacturing; software / data / AI infrastructure  [secondary: cities / urban systems],,Not stated on official listing (unverified),unknown,Public event on official directory; eligibility not inferred,"Registration availability not observed; Public event (official page, 2026-09-10)",2026-09-10 (this pass),7,Qualified,Registration status/price/eligibility not verified.,circular-supply-chain-summit,"09:00am - 05:00pm, Tuesday, September 22, 2026 137 Grand St., Manhattan, New York, New York, 10013, United States Public event Register now There are two summit pass options: ​1) Summit pass (9 - 1PM): Hear from and engage with industry leaders and practitioners shaping circular supply chains in real operations. ​2) Summit pass + workshop (9 - 5PM): Everything in the summit pass and you'll roll up your sleeves. Hands-on workshops led by experts and practitioners, built around real world circular",lunch,primary-page (official description parsed 2026-09-10),yes
CW-0348,official-838,Clean Energy Finance Forum,2026-09-22,03:00pm-07:00pm,America/New_York (assumed; NYC listing),55 Hudson Yards,,,"CEART.io and Weaver and Cooley, organized by 1BusinessWorld",https://www.climateweeknyc.org/event-search/clean-energy-finance-forum?hsLang=en,https://1businessworld.com/event/2026-clean-energy-finance-forum/,climateweeknyc.org/event-search (official),In-person,medium,6,energy / grid / power markets; climate finance / investment; software / data / AI infrastructure,,Not stated on official listing (unverified),unknown,Private event on official directory; eligibility not inferred,"Registration availability not observed; Private event (official page, 2026-09-10)",2026-09-10 (this pass),7,Qualified,Registration status/price/eligibility not verified.,clean-energy-finance-forum,"03:00pm - 07:00pm, Tuesday, September 22, 2026 55 Hudson Yards, New York, New York, 10001, United States Private event Register now Clean-energy capital is available. The bottleneck is diligence readiness — on both sides of the transaction. Hosted by CEART.io and Weaver, and organized by 1BusinessWorld, the Clean Energy Finance Forum is a focused afternoon in New York City for the investors, lenders, sellers, advisors and insurers making those decisions. The program is built around the two chair",,primary-page (official description parsed 2026-09-10),yes
CW-0296,official-838,Climate Week Networking Evening: Buildings as Grid Assets,2026-09-22,05:30pm-07:30pm,America/New_York (assumed; NYC listing),31 Chambers St. Suite 609,,Manhattan,Building Energy Exchange,https://www.climateweeknyc.org/event-search/climate-week-networking-evening-buildings-as-grid-assets?hsLang=en,https://be-exchange.org/buildings-as-grid-assets/,climateweeknyc.org/event-search (official),In-person,strong,4,built world / data centers / real estate; energy / grid / power markets,,Not stated on official listing (unverified),unknown,Public event on official directory; eligibility not inferred,"Registration availability not observed; Public event (official page, 2026-09-10)",2026-09-10 (this pass),6,Qualified,Registration status/price/eligibility not verified.,climate-week-networking-evening-buildings-as-grid-assets,"05:30pm - 07:30pm, Tuesday, September 22, 2026 31 Chambers St. Suite 609, Manhattan, New York City, New York, 10007, United States Public event Register now As New York’s electricity demand grows, buildings have a critical role to play in supporting a resilient, reliable grid. This Climate Week, join Building Energy Exchange and Energy by 5 for an evening bringing together building owners, energy professionals, and industry leaders to explore how buildings can move from passive energy consumers ",,primary-page (official description parsed 2026-09-10),yes
ECO-l93409yl,ecosystem-luma,Climatetech Startup Showcase,2026-09-22,13:00–15:30,America/New_York,"The Biome (SOSV), 7 Penn Plaza",Midtown,,Greentown Labs,,https://luma.com/l93409yl,SOSV hub (sosv.com/join-sosv-at-climate-week-nyc-2026),Pitch / showcase,strong,7,Pitch / showcase,,Not stated (unverified),Free (listed ticket),Registration available subject to listed capacity/status; eligibility not independently established.,Waitlist (Luma primary page),2026-09-10T22:13:01.474475+00:00,9,Strong-qualified,Registration status/eligibility not fully verified.,l93409yl,"Greentown is home to 300+ climate, energy, and industrial startups innovating for a better world. These startups, working across key verticals like energy and power, manufacturing and processing, transportation and logistics, infrastructure and construction, and food, water, and land, are developing the technologies that will pave the way to a low-carbon, abundant, and resilient economy. Now, it's your turn to meet them!Join us for a pitch and showcase event bringing together founders, investors, corporate leaders, policymakers, philanthropists, and beyond at New York Climate Week. Our founder",,ecosystem-primary (Luma structured event data independently verified 2026-09-10),yes
CW-0305,official-838,Corporate Superpollutant Roundtable,2026-09-22,10:00am-12:00pm,America/New_York (assumed; NYC listing),Manhattan,,Manhattan,SPECTRA Super Pollutant Elimination Alliance,https://www.climateweeknyc.org/event-search/corporate-superpollutant-roundtable?hsLang=en,https://forms.gle/qSUwyfb8cQQa9kF69,climateweeknyc.org/event-search (official),In-person,strong,2,industrial decarbonization / manufacturing,,Not stated on official listing (unverified),unknown,Private event on official directory; eligibility not inferred,"Registration availability not observed; Private event (official page, 2026-09-10)",2026-09-10 (this pass),4,Qualified,Registration status/price/eligibility not verified.,corporate-superpollutant-roundtable,"10:00am - 12:00pm, Tuesday, September 22, 2026 Manhattan Private event Register now We welcome corporate operations, sustainability, and procurement professionals to join a roundtable about eliminating non-CO2 greenhouse gases - superpollutants - hosted by SPECTRA Super Pollutant Elimination Alliance. This will convene a curated group of 10 to 12 senior operations and sustainability leaders across industrial sectors for a closed-door session on how companies can address superpollutants in their ",roundtable,primary-page (official description parsed 2026-09-10),yes
CW-0180,official-838,Industrial Decarbonization & Urban Resilience,2026-09-22,09:00am-11:00am,America/New_York (assumed; NYC listing),250 W 55th St,,Manhattan,Climate Salon,https://www.climateweeknyc.org/event-search/industrial-decarbonization-urban-resilience?hsLang=en,https://luma.com/wfe5k1gi,climateweeknyc.org/event-search (official),In-person,strong,5,built world / data centers / real estate; software / data / AI infrastructure  [secondary: cities / urban systems],,Not stated on official listing (unverified),unknown,Public event on official directory; eligibility not inferred,"Registration availability not observed; Public event (official page, 2026-09-10)",2026-09-10 (this pass),7,Qualified,Registration status/price/eligibility not verified.,industrial-decarbonization-urban-resilience,"09:00am - 11:00am, Tuesday, September 22, 2026 250 W 55th St, Manhattan, New York, New York, 10019, United States Public event Register now Heat waves, domestic supply chains, data centers, and rising energy costs dominate headlines in 2026. While the challenges might seem distinct – many of the solutions are interdependent and already being deployed today. ​During NYC Climate Week, Suffolk Technologies, Morrison Foerster and Climate Salon are teaming up to discuss: How do we decarbonize our inf",roundtable; salon,primary-page (official description parsed 2026-09-10),yes
CW-0164,official-838,MIT Solve Challenge Finals,2026-09-22,08:00am-07:00pm,America/New_York (assumed; NYC listing),450 E 29th Street,,Manhattan,,https://www.climateweeknyc.org/event-search/mit-solve-challenge-finals?hsLang=en,https://mitsolve.swoogo.com/solve-challenge-finals-2026,climateweeknyc.org/event-search (official),In-person,medium,4,energy / grid / power markets; industrial decarbonization / manufacturing,,Not stated on official listing (unverified),unknown,Public event on official directory; eligibility not inferred,"Registration availability not observed; Public event (official page, 2026-09-10)",2026-09-10 (this pass),5,Qualified,Registration status/price/eligibility not verified.,mit-solve-challenge-finals,"08:00am - 07:00pm, Tuesday, September 22, 2026 450 E 29th Street, Manhattan, New York, New York, 10016, United States Public event Register now Every year, Solve convenes over 300 social impact leaders in New York City, amidst the United Nations General Assembly and Climate Week, for a thrilling day of live pitches, prize announcements, and world-changing momentum. This year marks ten years of Solve. To celebrate, we’re doubling down on our commitment to finding and scaling world-changing innova",social,primary-page (official description parsed 2026-09-10),yes
CW-0368,official-838,NPUC UTILITY SOLUTIONS Forum,2026-09-22,01:30pm-12:30pm,America/New_York (assumed; NYC listing),445 11th Avenue,,Manhattan,Motive Power & The National Public Utilities Council (NPUC),https://www.climateweeknyc.org/event-search/npuc-utility-solutions-forum?hsLang=en,https://www.decarbforum.com,climateweeknyc.org/event-search (official),In-person,medium,6,built world / data centers / real estate; energy / grid / power markets; software / data / AI infrastructure,,Not stated on official listing (unverified),unknown,Private event on official directory; eligibility not inferred,"Registration availability not observed; Private event (official page, 2026-09-10)",2026-09-10 (this pass),7,Qualified,Registration status/price/eligibility not verified.,npuc-utility-solutions-forum,"01:30pm - 12:30pm, Tuesday, September 22, 2026 445 11th Avenue, Manhattan, New York, New York, 10001, United States Private event Register now The Utility Solutions Forum — presented by the National Public Utilities Council (NPUC) and driven by Motive Power — unites utility leaders for two focused half-days during New York Climate Week 2026. This year's theme, Utilities at the Center of America's Energy Expansion, reflects the moment: AI, data centers, electrification, and explosive load growth ",showcase,primary-page (official description parsed 2026-09-10),yes
ECO-jggg3713,ecosystem-luma,NYCW Founder & Investor Happy Hour,2026-09-22,17:00–19:00,America/New_York,Midtown South (obfuscated),,,Daniel Kriozere et al.,,https://luma.com/jggg3713,Luma public search (query: founders),founder/investor mix,strong,6,founder/investor mix,,Not stated (unverified),Free (listed ticket),Host approval required; eligibility not independently established.,Waitlist; approval required (Luma primary page),2026-09-10T22:13:01.474475+00:00,8,Strong-qualified,Registration status/eligibility not fully verified.,jggg3713,"Join Venture For ClimateTech and ClimateTech Expertise Network during NY Climate Week for an evening of drinks, food, and connection with the people building, funding, and supporting the future of climate technology.
This happy hour is an opportunity for Venture For ClimateTech founders, alumni, investors, partners, and members of our broader community to get together, catch your breath, and meet up with new and familiar faces across the climate tech ecosystem.What to expect:
🍸 Drinks and food
🤝 Founders, investors, and climate tech community members
💡 Casual conversations and new connections
",connect; drinks; network,ecosystem-primary (Luma structured event data independently verified 2026-09-10),yes
ECO-2150-nth0,ecosystem-luma,NYCW Innovation Showcase & Rooftop Breakfast,2026-09-22,08:30–12:00,America/New_York,Hudson Square (obfuscated),,,2150; Extantia,,https://luma.com/2150-nth0,Luma public search (query: climate investor),showcase/breakfast,strong,7,showcase/breakfast,,Not stated (unverified),Free (listed ticket),Host approval required; eligibility not independently established.,Registration open; approval required (Luma primary page),2026-09-10T22:13:01.474475+00:00,9,Strong-qualified,Registration status/eligibility not fully verified.,2150-nth0,"Start your morning with a view and a front-row seat to the future of climate tech.
Join 2150, Azolla Ventures, Blue Bear Capital, Extantia, KOMPAS VC, The Clean Fight, and HSBC Innovation Banking for a morning celebrating NYCW’s climate-tech community.
When: Tuesday, September 22nd
Who: 300 investors and founders tackling the planet’s biggest sustainability challenges
Where: Lower Manhattan
We’re bringing together standout portfolio companies and a select group of climate-focused investors for a fast-paced morning of connection and discovery.
The morning will spotlight companies from each fund",,ecosystem-primary (Luma structured event data independently verified 2026-09-10),yes
CW-0227,official-838,Nordic Investor Night - LP Reception,2026-09-22,05:30pm-08:30pm,America/New_York (assumed; NYC listing),300 Spring St,,Manhattan,"Helsinki Partners, Copenhagen Capacity, Stockholm Business Region, Oslo & Co and Business Iceland",https://www.climateweeknyc.org/event-search/nordic-investor-night-lp-reception?hsLang=en,https://luma.com/lle53hav,climateweeknyc.org/event-search (official),In-person,strong,2,software / data / AI infrastructure,,Not stated on official listing (unverified),unknown,Private event on official directory; eligibility not inferred,"Registration availability not observed; Private event (official page, 2026-09-10)",2026-09-10 (this pass),4,Qualified,Registration status/price/eligibility not verified.,nordic-investor-night-lp-reception,"05:30pm - 08:30pm, Tuesday, September 22, 2026 300 Spring St, Manhattan, New York City, New York, 10013, United States Private event Register now The Nordics have become a hotbed for the climate economy. Clean energy, green industry, the talent to build it, and the kind of public-private teamwork that actually move things ahead. It's a lot of opportunity for a corner of the world best known for dark winters and excellent coffee consumption. ​This evening is for the people deciding where the capi",dinner; drinks,primary-page (official description parsed 2026-09-10),yes
CW-0327,official-838,Out in Climate | NYC Climate Week Social,2026-09-22,06:30pm-08:30pm,America/New_York (assumed; NYC listing),250 W 34th St.,,Manhattan,Out in Climate,https://www.climateweeknyc.org/event-search/out-in-climate-nyc-climate-week-social?hsLang=en,https://luma.com/ua097wwh,climateweeknyc.org/event-search (official),In-person,strong,2,energy / grid / power markets,,Not stated on official listing (unverified),unknown,Public event on official directory; eligibility not inferred,"Registration availability not observed; Public event (official page, 2026-09-10)",2026-09-10 (this pass),4,Qualified,Registration status/price/eligibility not verified.,out-in-climate-nyc-climate-week-social,"06:30pm - 08:30pm, Tuesday, September 22, 2026 250 W 34th St., Manhattan, New York, New York, 10019, United States Public event Register now The evening will feature welcoming remarks from Christian Jensby (CEO of Ramboll) before opening into a relaxed and social happy hour designed to spark new conversations and strengthen existing connections. ​Whether you're working in climate tech, corporate sustainability, finance, policy, clean energy, the built environment, other related industries, or si",happy hour; social,primary-page (official description parsed 2026-09-10),yes
CW-0268,official-838,Resisting the Easy Fix: The Limits of Coal as a National Response to Geopolitical Shifts,2026-09-22,03:00pm-04:30pm,America/New_York (assumed; NYC listing),113 W 24 St,,Manhattan,"Crux Alliance, Forum Energii, and International Network of Energy Transition Think Tanks",https://www.climateweeknyc.org/event-search/resisting-the-easy-fix-the-limits-of-coal-as-a-national-response-to-geopolitical-shifts?hsLang=en,https://cruxalliance.org/event/climateweek2026/,climateweeknyc.org/event-search (official),In-person,strong,2,energy / grid / power markets,,Not stated on official listing (unverified),unknown,Public event on official directory; eligibility not inferred,"Registration availability not observed; Public event (official page, 2026-09-10)",2026-09-10 (this pass),4,Qualified,Registration status/price/eligibility not verified.,resisting-the-easy-fix-the-limits-of-coal-as-a-national-response-to-geopolitical-shifts,"03:00pm - 04:30pm, Tuesday, September 22, 2026 113 W 24 St, Manhattan, New York, New York, 10001, United States Public event Register now As global fuel market disruptions and geopolitical tensions revive interest in domestic energy resources, this side event examines whether coal can realistically serve as a pillar of energy security and economic resilience. Drawing on experiences from major coal regions—Poland, Türkiye, China, the United States, and South Africa—experts will discuss how recent",reception,primary-page (official description parsed 2026-09-10),yes
CW-0364,official-838,Risilience Private Equity Roundtable: Climate Alpha: Underwriting Risk & Driving PE Value Through Global Volatility,2026-09-22,07:00pm-10:00pm,America/New_York (assumed; NYC listing),New York,,,Risilience,https://www.climateweeknyc.org/event-search/risilience-private-equity-roundtable-climate-alpha-underwriting-risk-driving-pe-value-through-global-volatility?hsLang=en,https://risilience.com/resources/events/climate-week-nyc/,climateweeknyc.org/event-search (official),In-person,strong,4,climate finance / investment; software / data / AI infrastructure,,Not stated on official listing (unverified),unknown,Private event on official directory; eligibility not inferred,"Registration availability not observed; Private event (official page, 2026-09-10)",2026-09-10 (this pass),6,Qualified,Registration status/price/eligibility not verified.,risilience-private-equity-roundtable-climate-alpha-underwriting-risk-driving-pe-value-through-global-volatility,"07:00pm - 10:00pm, Tuesday, September 22, 2026 New York, United States Private event Register now Take Your Seat at the Executive Roundtable Join an exclusive, off-the-record roundtable of peer PE leaders to navigate the collision of macroeconomic shocks and the climate transition. Moving beyond compliance, we will focus on how forward-looking GPs are deploying climate resilience as a core lever for portfolio value creation and terminal value protection. Request to Attend.",roundtable,primary-page (official description parsed 2026-09-10),no
CW-0357,official-838,Roundtable with New York City Deputy Mayor Julie Su on Protecting Workers from Extreme Heat,2026-09-22,12:30pm-02:00pm,America/New_York (assumed; NYC listing),25 W 18th Street,,Manhattan,"New York City's Deputy Mayor for Economic Justice Julie Su, the TEMP Coalition chaired by New York Committee for Occupational Safety and Health (NYCOSH), 32BJ, and BlueGreen Alliance",https://www.climateweeknyc.org/event-search/roundtable-with-new-york-city-deputy-mayor-julie-su-on-protecting-workers-from-extreme-heat?hsLang=en,https://forms.gle/RAkUFnPTXfJjHcYy8,climateweeknyc.org/event-search (official),In-person,strong,1,  [secondary: cities / urban systems],,Not stated on official listing (unverified),unknown,Public event on official directory; eligibility not inferred,"Registration availability not observed; Public event (official page, 2026-09-10)",2026-09-10 (this pass),3,Qualified,Registration status/price/eligibility not verified.,roundtable-with-new-york-city-deputy-mayor-julie-su-on-protecting-workers-from-extreme-heat,"12:30pm - 02:00pm, Tuesday, September 22, 2026 25 W 18th Street, Manhattan, New York, New York, 10011, United States Public event Register now Workers will share firsthand accounts of how extreme heat impacts their daily work. Each worker will describe the physical toll of heat exposure on the job, the gaps or safeguards currently in place, and what change would mean for them and their coworkers, grounding the policy conversation in lived experience.",,primary-page (official description parsed 2026-09-10),no
CW-0193,official-838,The AI Forum: Scaling sustainable infrastructure,2026-09-22,11:00am-12:00pm,America/New_York (assumed; NYC listing),New York City,,,Climate Group,https://www.climateweeknyc.org/event-search/the-ai-forum-scaling-sustainable-infrastructure?hsLang=en,https://eur.cvent.me/9aR2QV?rt=V0Ac6ckJMkOxbM_kz8XScw&RefId=CrprtNnmbrsCWNYCStHLOPdApp,climateweeknyc.org/event-search (official),In-person,medium,4,energy / grid / power markets; software / data / AI infrastructure,,Not stated on official listing (unverified),unknown,Private event on official directory; eligibility not inferred,"Registration availability not observed; Private event (official page, 2026-09-10)",2026-09-10 (this pass),5,Qualified,Registration status/price/eligibility not verified.,the-ai-forum-scaling-sustainable-infrastructure,"11:00am - 12:00pm, Tuesday, September 22, 2026 New York City Private event Register now Demand for AI is outpacing infrastructure, energy supply and natural resources. Yet, AI may be the key to fast-tracking the renewable energy transition, generating sustainable investments, and galvanizing the climate action movement. The AI Forum at Climate Week NYC will convene senior leaders from business and government to examine the problems a growing AI market creates, as well as the innovative opportuni",,primary-page (official description parsed 2026-09-10),yes
CW-0278,official-838,The Natural Hydrogen Opportunity: An Investor Forum at Climate Week NYC,2026-09-22,09:30am-11:30am,America/New_York (assumed; NYC listing),140 Broadway,,Manhattan,"H2Au.co, NatH2Investing.com & Stinson LLP",https://www.climateweeknyc.org/event-search/the-natural-hydrogen-opportunity-an-investor-forum-at-climate-week-nyc?hsLang=en,https://www.stinsonnews.com/37/3074/landing-pages/the-natural-hydrogen-opportunity--an-investor-forum-at-climate-week-nyc-rsvp-blank.asp,climateweeknyc.org/event-search (official),In-person,strong,4,energy / grid / power markets; climate finance / investment,,Not stated on official listing (unverified),unknown,Private event on official directory; eligibility not inferred,"Registration availability not observed; Private event (official page, 2026-09-10)",2026-09-10 (this pass),6,Qualified,Registration status/price/eligibility not verified.,the-natural-hydrogen-opportunity-an-investor-forum-at-climate-week-nyc,"09:30am - 11:30am, Tuesday, September 22, 2026 140 Broadway, Manhattan, New York, New York, 10005, United States Private event Register now Explore the emerging field of natural hydrogen — all the clean-energy benefits of hydrogen, without the cost or manufacturing footprint of producing it. This is a rare chance to get ahead of a sector still in its early days, alongside investors who already have: Breakthrough Energy, BP, Rio Tinto, Fortescue, Khosla Ventures, Amazon, and United. Join H2Au, on",,primary-page (official description parsed 2026-09-10),yes
CW-0212,official-838,The Social Acceptance Advantage: Pricing in People to Accelerate the Transition,2026-09-22,12:30pm-02:30am,America/New_York (assumed; NYC listing),277 Park Avenue,,Manhattan,"WBCSD, ERM",https://www.climateweeknyc.org/event-search/the-social-acceptance-advantage-pricing-in-people-to-accelerate-the-transition?hsLang=en,https://wbcsd2.my.salesforce-sites.com/dashboards/GuestEventPageV2?aId=a0POS00000hRGuT,climateweeknyc.org/event-search (official),In-person,strong,3,energy / grid / power markets  [secondary: transport / mobility],,Not stated on official listing (unverified),unknown,Private event on official directory; eligibility not inferred,"Registration availability not observed; Private event (official page, 2026-09-10)",2026-09-10 (this pass),5,Qualified,Registration status/price/eligibility not verified.,the-social-acceptance-advantage-pricing-in-people-to-accelerate-the-transition,"12:30pm - 02:30am, Tuesday, September 22, 2026 277 Park Avenue, Manhattan, New York, New York, 10172, United States Private event Register now Social license is no longer just a reputational concern, it's showing up directly on the balance sheet. As companies navigate overlapping energy and technological transitions, how they engage workers and communities is increasingly shaping business outcomes, from credit terms to delivery timelines to legal exposure. ` This session brings C-suite leaders t",connect; social,primary-page (official description parsed 2026-09-10),yes
CW-0196,official-838,The Urban Systems Symposium,2026-09-22,09:00am-06:00pm,America/New_York (assumed; NYC listing),40 Washington Square South,,Manhattan,New York University,https://www.climateweeknyc.org/event-search/the-urban-systems-symposium?hsLang=en,https://www.urbansystems.org/,climateweeknyc.org/event-search (official),In-person,medium,1,  [secondary: cities / urban systems],,Not stated on official listing (unverified),unknown,Private event on official directory; eligibility not inferred,"Registration availability not observed; Private event (official page, 2026-09-10)",2026-09-10 (this pass),2,Qualified,Registration status/price/eligibility not verified.,the-urban-systems-symposium,"09:00am - 06:00pm, Tuesday, September 22, 2026 40 Washington Square South, Manhattan, New York, New York, 10012, United States Private event Register now The Urban Systems Symposium include below sessions with short presentations followed by all participants discussions: - Climate Mitigation and Adaptation - Urban Health - Local Law and Policy - Living Architecture for Climate Resilience - Urban Housing - Placed based Innovation Lunch will be served and all are invited to the reception at the da",lunch; reception,primary-page (official description parsed 2026-09-10),yes
CW-0380,official-838,Trust by Design: Protecting Climate Information in the Age of AI”;a closed-door executive roundtable,2026-09-22,02:00pm-03:30pm,America/New_York (assumed; NYC listing),New York City,,,Climate Group,https://www.climateweeknyc.org/event-search/trust-by-design-protecting-climate-information-in-the-age-of-aia-closed-door-executive-roundtable?hsLang=en,https://eur.cvent.me/9aR2QV?rt=V0Ac6ckJMkOxbM_kz8XScw&RefId=CrprtNnmbrsCWNYCStHLOPdApp,climateweeknyc.org/event-search (official),In-person,strong,2,energy / grid / power markets,,Not stated on official listing (unverified),unknown,Private event on official directory; eligibility not inferred,"Registration availability not observed; Private event (official page, 2026-09-10)",2026-09-10 (this pass),4,Qualified,Registration status/price/eligibility not verified.,trust-by-design-protecting-climate-information-in-the-age-of-aia-closed-door-executive-roundtable,"02:00pm - 03:30pm, Tuesday, September 22, 2026 New York City Private event Register now AI, search and digital platforms are increasingly shaping how people discover and interpret information. This creates significant opportunities to make climate and clean energy information more accessible, but also raises new questions about accuracy, trust, discoverability and the role of authoritative sources. This closed-door roundtable will create space for senior leaders from technology, climate and clea",roundtable,primary-page (official description parsed 2026-09-10),yes
ECO-2x5j1bwk,ecosystem-luma,UTA Foundation Climate Week Cocktail,2026-09-22,16:30–18:30,America/New_York,"230 Fifth Rooftop Bar, 1150 Broadway, NoMad",,,The Impact Lounge,,https://luma.com/2x5j1bwk,Luma public search (query: climate week),cocktail/networking,medium,4,cocktail/networking,,Not stated (unverified),Free (listed ticket),Host approval required; eligibility not independently established.,Registration open; approval required (Luma primary page),2026-09-10T22:13:01.474475+00:00,5,Qualified,Registration status/eligibility not fully verified.,2x5j1bwk,"The UTA Foundation and The Impact Lounge invite you to join us in honor of Climate Week NYC. Gather with leaders across entertainment and philanthropy for an evening of connection, conversation, and community-building around a more sustainable future.",,ecosystem-primary (Luma structured event data independently verified 2026-09-10),no
CW-0290,official-838,Waterfront Alliance Office Hours,2026-09-22,01:30pm-03:30pm,America/New_York (assumed; NYC listing),11 Broadway,,Manhattan,Waterfront Alliance,https://www.climateweeknyc.org/event-search/waterfront-alliance-office-hours?hsLang=en,https://form.jotform.com/262183178975167,climateweeknyc.org/event-search (official),In-person,strong,2,  [secondary: cities / urban systems; transport / mobility],,Not stated on official listing (unverified),unknown,Public event on official directory; eligibility not inferred,"Registration availability not observed; Public event (official page, 2026-09-10)",2026-09-10 (this pass),4,Qualified,Registration status/price/eligibility not verified.,waterfront-alliance-office-hours,"01:30pm - 03:30pm, Tuesday, September 22, 2026 11 Broadway, Manhattan, New York, New York, 10004, United States Public event Register now Looking for a place to recharge during Climate Week NYC? Join the Waterfront Alliance team for open office hours throughout Climate Week. Whether you need a place to rest, charge your phone, use the restroom, connect with climate professionals, learn more about our work, or simply stop by and say hello, our doors are open. This is an informal opportunity to me",connect; network; office hours,primary-page (official description parsed 2026-09-10),no
ECO-72nytunj,ecosystem-luma,What's Next in Deep Tech? (Honda Xcelerator Ventures x SOSV),2026-09-22,18:00–20:00,America/New_York,"The Biome (SOSV), 7 Penn Plaza",Midtown,,Honda Xcelerator Ventures & SOSV,,https://luma.com/72nytunj,SOSV hub (sosv.com/join-sosv-at-climate-week-nyc-2026),Fireside + networking,medium,8,deep-tech venture fireside + networking,SOSV founder Sean O'Sullivan (fireside).,Not stated (unverified),Free (listed ticket),Registration available subject to listed capacity/status; eligibility not independently established.,Registration open (Luma primary page),2026-09-10T22:13:01.474475+00:00,9,Strong-qualified,Registration status/eligibility not fully verified.,72nytunj,"As Climate Week NYC brings together the people and ideas shaping the future of climate innovation, join Honda Xcelerator Ventures and SOSV for a fireside chat with SOSV founder Sean O’Sullivan.
Sean will reflect on SOSV’s journey, lessons learned along the way, and how its approach to backing emerging technologies has evolved.
Looking ahead, Sean will share his perspective on climate and deep tech, the opportunities he sees emerging, and the technologies and ideas he believes are worth betting on next.
The conversation will be moderated by Hyundo Kwon, Principal - Honda Xcelerator Ventures.",fireside,ecosystem-primary (Luma structured event data independently verified 2026-09-10),yes
