record_id,origin,title,date_local,time_local,timezone,venue,neighborhood,borough,host,official_url,registration_url,source_calendars,format,net_signal,icp_score,icp_fit_rationale,confirmed_people_orgs,target_audience,price_currency,access_requirements,observed_registration_status,observation_time,rank_score,rank_tier,remaining_uncertainty,slug,official_desc_snippet,networking_evidence,evidence_level,desc_has_commercial
CW-0052,official-838,"Driving the Future of Climate Action: A Network USA, NYC Climate Week Convening",2026-09-21,04:00pm-06:00pm,America/New_York (assumed; NYC listing),United States,,,United Nations Global Compact Network USA,https://www.climateweeknyc.org/event-search/driving-the-future-of-climate-action-a-network-usa-nyc-climate-week-convening?hsLang=en,https://forms.office.com/r/9AZz6pyNpi,climateweeknyc.org/event-search (official),In-person,strong,8,built world / data centers / real estate; energy / grid / power markets; software / data / AI infrastructure  [secondary: cities / urban systems; transport / mobility],,Not stated on official listing (unverified),unknown,Private event on official directory; eligibility not inferred,"Registration availability not observed; Private event (official page, 2026-09-10)",2026-09-10 (this pass),10,Strong-qualified,Registration status/price/eligibility not verified.,driving-the-future-of-climate-action-a-network-usa-nyc-climate-week-convening,"04:00pm - 06:00pm, Monday, September 21, 2026 United States Private event Register now As climate change accelerates, so too must the pace and scale of innovation. U.S. companies have long been at the forefront of innovative climate solutions. Today, that innovation encompasses not only technology, but also new ways of thinking, from business models and investment frameworks to cross-sector collaborations that challenge traditional ways of doing business. Driving the Future of Climate Action wil",demo,primary-page (official description parsed 2026-09-10),yes
CW-0127,official-838,Catalyst Conversations of Consequence: The Leadership Challenge,2026-09-21,05:00pm-06:30pm,America/New_York (assumed; NYC listing),536 Myrtle Avenue,,Brooklyn,"Pratt Institute, Creative Enterprise Leadership",https://www.climateweeknyc.org/event-search/catalyst-conversations-of-consequence-the-leadership-challenge?hsLang=en,https://forms.gle/1gTDfSbrPqYvu5ey7,climateweeknyc.org/event-search (official),Hybrid,medium,3,software / data / AI infrastructure  [secondary: cities / urban systems],,Not stated on official listing (unverified),unknown,Public event on official directory; eligibility not inferred,"Registration availability not observed; Public event (official page, 2026-09-10)",2026-09-10 (this pass),4,Candidate-pending-verification,Registration status/price/eligibility not verified.,catalyst-conversations-of-consequence-the-leadership-challenge,,,directory-tag only (description not retrieved),no
CW-0132,official-838,Embodied Carbon Game Night,2026-09-21,05:00pm-06:30pm,America/New_York (assumed; NYC listing),11 W 42nd Street,,Manhattan,AIANY Committee on the Environment (COTE) and the Carbon Leadership Forum NYC,https://www.climateweeknyc.org/event-search/embodied-carbon-game-night?hsLang=en,https://aiany.my.site.com/community/evt__QuickEvent?id=a0bPO000006qbCv,climateweeknyc.org/event-search (official),In-person,medium,2,built world / data centers / real estate,,Not stated on official listing (unverified),unknown,Public event on official directory; eligibility not inferred,"Registration availability not observed; Public event (official page, 2026-09-10)",2026-09-10 (this pass),3,Candidate-pending-verification,Registration status/price/eligibility not verified.,embodied-carbon-game-night,,,directory-tag only (description not retrieved),no
CW-0129,official-838,South Asians in Climate Tech,2026-09-21,06:00pm-08:00pm,America/New_York (assumed; NYC listing),Manhattan,,Manhattan,American South Asian Network (ASAN),https://www.climateweeknyc.org/event-search/south-asians-in-climate-tech?hsLang=en,https://luma.com/asan-sact-0926,climateweeknyc.org/event-search (official),In-person,strong,2,energy / grid / power markets,,Not stated on official listing (unverified),unknown,Public event on official directory; eligibility not inferred,"Registration availability not observed; Public event (official page, 2026-09-10)",2026-09-10 (this pass),4,Qualified,Registration status/price/eligibility not verified.,south-asians-in-climate-tech,"06:00pm - 08:00pm, Monday, September 21, 2026 Manhattan, New York City, New York, 10001, United States Public event Register now South Asians are helping build, finance and scale many of the technologies shaping the global climate transition. Join the American South Asian Network during Climate Week NYC for a conversation with founders, investors and industry leaders working across clean energy, mobility, AI infrastructure, climate resilience and sustainable development. We will explore what it ",network,primary-page (official description parsed 2026-09-10),yes
CW-0139,official-838,Neste Energy Security Drinks Reception at the Residence of the Consul General of Finland in New York,2026-09-21,06:00pm-08:00pm,America/New_York (assumed; NYC listing),Residence of the Consul General of Finland in New York | Address to be shared with the attendees,,Manhattan,Neste,https://www.climateweeknyc.org/event-search/neste-energy-security-drinks-reception-at-the-residence-of-the-consul-general-of-finland-in-new-york?hsLang=en,https://www.lyyti.fi/reg/Energy_Security_drinks_reception_at_the_Official_Residence_of_the_Consul_General_of_Finland_4374,climateweeknyc.org/event-search (official),In-person,strong,5,built world / data centers / real estate; energy / grid / power markets  [secondary: transport / mobility],,Not stated on official listing (unverified),unknown,Private event on official directory; eligibility not inferred,"Registration availability not observed; Private event (official page, 2026-09-10)",2026-09-10 (this pass),7,Qualified,Registration status/price/eligibility not verified.,neste-energy-security-drinks-reception-at-the-residence-of-the-consul-general-of-finland-in-new-york,"06:00pm - 08:00pm, Monday, September 21, 2026 Residence of the Consul General of Finland in New York | Address to be shared with the attendees, Manhattan, New York City, United States Private event Register now Energy security and the energy transition are no longer parallel discussions, they are the exact same imperative. The next decade will not be defined by those who set the highest ambitions, but by those who deliver at scale. We need a decade of delivery. Neste, world’s leading producer of",cocktail; network; reception,primary-page (official description parsed 2026-09-10),yes
CW-0061,official-838,Bring a Film to Life! Seedlings Collective x Nightflower Happy Hour,2026-09-21,06:00pm-08:30pm,America/New_York (assumed; NYC listing),155 Suffolk St,,Manhattan,Seedlings Collective,https://www.climateweeknyc.org/event-search/happy-hour-seedlings-collective-x-nightflower-film-kickoff?hsLang=en,https://givebutter.com/happy-hour-seedlings-collective-x-nightflower-film-kickoff,climateweeknyc.org/event-search (official),In-person,strong,3,energy / grid / power markets  [secondary: cities / urban systems],,Not stated on official listing (unverified),unknown,Public event on official directory; eligibility not inferred,"Registration availability not observed; Public event (official page, 2026-09-10)",2026-09-10 (this pass),5,Candidate-pending-verification,Registration status/price/eligibility not verified.,happy-hour-seedlings-collective-x-nightflower-film-kickoff,,,directory-tag only (description not retrieved),no
CW-0125,official-838,"Nature x Infrastructure Mixer, Building for Biodiversity",2026-09-21,07:00pm-09:00pm,America/New_York (assumed; NYC listing),698 Manhattan Ave,,Manhattan,3FWILD,https://www.climateweeknyc.org/event-search/nature-x-infrastructure-mixer-building-for-biodiversity?hsLang=en,https://luma.com/yiuqn757,climateweeknyc.org/event-search (official),In-person,strong,3,built world / data centers / real estate  [secondary: cities / urban systems],,Not stated on official listing (unverified),unknown,Public event on official directory; eligibility not inferred,"Registration availability not observed; Public event (official page, 2026-09-10)",2026-09-10 (this pass),5,Qualified,Registration status/price/eligibility not verified.,nature-x-infrastructure-mixer-building-for-biodiversity,"07:00pm - 09:00pm, Monday, September 21, 2026 698 Manhattan Ave, Rooftop, Brooklyn, Brooklyn, New York, 11222, United States Public event Register now Join 3FWILD, Jamaica Bay Wetlands Fellows and Wild Seed Studio at Index's rooftop in Greenpoint for wilderness-inspired hors d'oeuvres and visuals that will transport you out of the City and into the landscapes that restore biodiversity. Whether you are an engineer, infrastructure manager, a scientist, wildlife advocate or a biodiversity enthusias",,primary-page (official description parsed 2026-09-10),yes
CW-0146,official-838,Climate Week NYC Opening Roundtable – Why electrification is good business,2026-09-21,07:30am-09:00am,America/New_York (assumed; NYC listing),New York City,,,Climate Group,https://www.climateweeknyc.org/event-search/climate-week-nyc-opening-roundtable-why-electrification-is-good-business?hsLang=en,https://eur.cvent.me/9aR2QV?rt=V0Ac6ckJMkOxbM_kz8XScw&RefId=CrprtNnmbrsCWNYCStHLOPdApp,climateweeknyc.org/event-search (official),In-person,strong,2,energy / grid / power markets,,Not stated on official listing (unverified),unknown,Private event on official directory; eligibility not inferred,"Registration availability not observed; Private event (official page, 2026-09-10)",2026-09-10 (this pass),4,Candidate-pending-verification,Registration status/price/eligibility not verified.,climate-week-nyc-opening-roundtable-why-electrification-is-good-business,,,directory-tag only (description not retrieved),no
CW-0134,official-838,Resilient Infrastructure: Planning for Tomorrow’s Climate Risks,2026-09-21,08:30am-10:00am,America/New_York (assumed; NYC listing),605 3rd Ave,,Manhattan,"The U.S. Conference of Mayors, AECOM Advisory, C2ES",https://www.climateweeknyc.org/event-search/resilient-infrastructure-planning-for-tomorrows-climate-risks?hsLang=en,https://luma.com/admho24l,climateweeknyc.org/event-search (official),In-person,medium,2,built world / data centers / real estate,,Not stated on official listing (unverified),unknown,Private event on official directory; eligibility not inferred,"Registration availability not observed; Private event (official page, 2026-09-10)",2026-09-10 (this pass),3,Qualified,Registration status/price/eligibility not verified.,resilient-infrastructure-planning-for-tomorrows-climate-risks,"08:30am - 10:00am, Monday, September 21, 2026 605 3rd Ave, Manhattan, New York, New York, 10158, United States Private event Register now ​Extreme heat, flooding, aging infrastructure, and constrained budgets are forcing cities to rethink how they plan and invest. ​Join the Alliance for a Sustainable Future, a collaboration between the U.S. Conference of Mayors, AECOM and C2ES, for a timely forum bringing together mayors, resilience leaders, investors, and industry experts to explore how data-dr",breakfast,primary-page (official description parsed 2026-09-10),yes
CW-0116,official-838,"Columbia Fashion, Energy, and Climate Summit",2026-09-21,09:00am-05:00pm,America/New_York (assumed; NYC listing),2950 Broadway,,Manhattan,"Fashion, Energy, and Climate Network, Columbia Climate School & Center on Global Energy Policy, School of International and Public Affairs",https://www.climateweeknyc.org/event-search/columbia-fashion-energy-and-climate-summit?hsLang=en,https://events.columbia.edu/go/fashionenergyclimatesummit,climateweeknyc.org/event-search (official),In-person,strong,4,energy / grid / power markets; industrial decarbonization / manufacturing,,Not stated on official listing (unverified),unknown,Public event on official directory; eligibility not inferred,"Registration availability not observed; Public event (official page, 2026-09-10)",2026-09-10 (this pass),6,Candidate-pending-verification,Registration status/price/eligibility not verified.,columbia-fashion-energy-and-climate-summit,,,directory-tag only (description not retrieved),yes
CW-0092,official-838,"Guidehouse Roundtable - From sustainability reporting to business control: data, risk, suppliers and AI",2026-09-21,09:00am-12:00pm,America/New_York (assumed; NYC listing),New York,,,Guidehouse,https://www.climateweeknyc.org/event-search/4th-guidehouse-climate-week-roundtable-meeting?hsLang=en,https://forms.cloud.microsoft/r/sFthiW2DqC,climateweeknyc.org/event-search (official),In-person,strong,3,software / data / AI infrastructure  [secondary: cities / urban systems],,Not stated on official listing (unverified),unknown,Private event on official directory; eligibility not inferred,"Registration availability not observed; Private event (official page, 2026-09-10)",2026-09-10 (this pass),5,Qualified,Registration status/price/eligibility not verified.,4th-guidehouse-climate-week-roundtable-meeting,"09:00am - 12:00pm, Monday, September 21, 2026 New York, NY, United States Private event Register now Join Guidehouse, its corporate clients, and partners for a focused Climate Week roundtable. We will focus on how sustainability programs are becoming core business infrastructure. In the session, we will explore how organizations are improving data quality, preparing for assurance, managing climate and supply chain risks, and engaging suppliers. We will examine how SaaS platforms and AI are reduc",roundtable,primary-page (official description parsed 2026-09-10),yes
CW-0144,official-838,Lithuania-U.S. Presidential Energy & Resilience Forum,2026-09-21,09:30am-01:00pm,America/New_York (assumed; NYC listing),Input Physical Address,,,Lithuania,https://www.climateweeknyc.org/event-search/lithuania-us-presidential-energy-resilience-forum?hsLang=en,https://luma.com/hnnimf1p,climateweeknyc.org/event-search (official),In-person,medium,4,energy / grid / power markets; software / data / AI infrastructure,,Not stated on official listing (unverified),unknown,Official directory access type not stated.,Not individually observed in this pass,2026-09-10 (this pass),5,Candidate-pending-verification,Registration status/price/eligibility not verified.,lithuania-us-presidential-energy-resilience-forum,,,directory-tag only (description not retrieved),yes
CW-0076,official-838,FABSCRAP Climate Week Warehouse Tours,2026-09-21,10:00am-11:00am,America/New_York (assumed; NYC listing),140 58th St,,Brooklyn,"Co-Founder, Camille Tagle",https://www.climateweeknyc.org/event-search/fabscrap-climate-week-warehouse-tours?hsLang=en,https://www.eventbrite.com/e/climate-week-warehouse-tours-tickets-1989681591200,climateweeknyc.org/event-search (official),In-person,strong,2,industrial decarbonization / manufacturing,,Not stated on official listing (unverified),unknown,Public event on official directory; eligibility not inferred,"Registration availability not observed; Public event (official page, 2026-09-10)",2026-09-10 (this pass),4,Candidate-pending-verification,Registration status/price/eligibility not verified.,fabscrap-climate-week-warehouse-tours,"10:00am - 11:00am, Monday, September 21, 2026 140 58th St, STE 5H-3, Brooklyn, Brooklyn, New York, 11220, United States Public event Register now Ever wondered how FABSCRAP works? This is your chance to see our process first-hand! On this behind-the-scenes tour, you’ll learn the full cycle of FABSCRAP's operations, and how we work with fashion brands to divert pre-consumer textile waste from landfills through reuse, recycling, and community action.",,primary-page (official description parsed 2026-09-10),no
CW-0117,official-838,Taming Traffic: How Congestion Pricing Became a Breath of Fresh Air for New York,2026-09-21,12:00pm-01:30pm,America/New_York (assumed; NYC listing),40 W 20th St,,Manhattan,"NRDC, C40 and Parking Reform Network",https://www.climateweeknyc.org/event-search/taming-traffic-how-congestion-pricing-became-a-breath-of-fresh-air-for-new-york?hsLang=en,https://docs.google.com/forms/d/e/1FAIpQLSf3W1dxs4VooecLY7Uxqgt8PjhBwaGcj-wl3Ehk2BTXaYDNEQ/viewform?usp=dialog,climateweeknyc.org/event-search (official),In-person,strong,4,energy / grid / power markets  [secondary: cities / urban systems; transport / mobility],,Not stated on official listing (unverified),unknown,Public event on official directory; eligibility not inferred,"Registration availability not observed; Public event (official page, 2026-09-10)",2026-09-10 (this pass),6,Candidate-pending-verification,Registration status/price/eligibility not verified.,taming-traffic-how-congestion-pricing-became-a-breath-of-fresh-air-for-new-york,,,directory-tag only (description not retrieved),no
CW-0147,official-838,Senior Leader Roundtable on AI Emissions Transparency,2026-09-21,12:00pm-02:00pm,America/New_York (assumed; NYC listing),New York City,,,Climate Group,https://www.climateweeknyc.org/event-search/senior-leader-roundtable-on-ai-emissions-transparency?hsLang=en,https://eur.cvent.me/9aR2QV?rt=V0Ac6ckJMkOxbM_kz8XScw&RefId=CrprtNnmbrsCWNYCStHLOPdApp,climateweeknyc.org/event-search (official),In-person,strong,4,energy / grid / power markets; software / data / AI infrastructure,,Not stated on official listing (unverified),unknown,Private event on official directory; eligibility not inferred,"Registration availability not observed; Private event (official page, 2026-09-10)",2026-09-10 (this pass),6,Qualified,Registration status/price/eligibility not verified.,senior-leader-roundtable-on-ai-emissions-transparency,"12:00pm - 02:00pm, Monday, September 21, 2026 New York City Private event Register now Companies buying AI at scale are uniquely positioned to reshape the trajectory of its growth, but so far, that opportunity is going untapped. With AI electricity demand projected to triple by 2035, corporate leaders urgently need visibility into the environmental footprint of the AI tools they purchase and the data centers that power them. Under the Chatham House Rule, this roundtable will bring together a sma",marketplace; roundtable,primary-page (official description parsed 2026-09-10),yes
CW-0119,official-838,Keep the River Liquid: A Finance Lab for the Colorado Basin,2026-09-21,12:00pm-03:30pm,America/New_York (assumed; NYC listing),Private - to be disclosed with invitation,,Manhattan,Thirst Foundation and Walton Family Foundation,https://www.climateweeknyc.org/event-search/keep-the-river-liquid-a-finance-lab-for-the-colorado-basin?hsLang=en,https://keeptheriverrunning.com/summit/new-york/,climateweeknyc.org/event-search (official),In-person,medium,5,built world / data centers / real estate; climate finance / investment  [secondary: cities / urban systems],,Not stated on official listing (unverified),unknown,Private event on official directory; eligibility not inferred,"Registration availability not observed; Private event (official page, 2026-09-10)",2026-09-10 (this pass),6,Qualified,Registration status/price/eligibility not verified.,keep-the-river-liquid-a-finance-lab-for-the-colorado-basin,"12:00pm - 03:30pm, Monday, September 21, 2026 Private - to be disclosed with invitation, Manhattan, New York, New York, 10017, United States Private event Register now This private lunch event and workshop brings together a mix of investors, family offices, and climate finance and infrastructure experts to take the most promising strategies from the starting gate to the finish line. Whether it's better risk assessment, capital allocation, water funds, resilience bonds, or public-private partners",lunch,primary-page (official description parsed 2026-09-10),yes
CW-0206,official-838,Beyond the Pilot: Securing Corporate Adoption,2026-09-22,01:00pm-03:00pm,America/New_York (assumed; NYC listing),80 58th Street,,Brooklyn,LACI at BATWorks and Urban Future Lab (UFL),https://www.climateweeknyc.org/event-search/beyond-the-pilot-securing-corporate-adoption?hsLang=en,https://events.laincubator.org/cwnyc26-beyond-pilot-corporate-adoption,climateweeknyc.org/event-search (official),In-person,medium,4,energy / grid / power markets; software / data / AI infrastructure,,Not stated on official listing (unverified),unknown,Public event on official directory; eligibility not inferred,"Registration availability not observed; Public event (official page, 2026-09-10)",2026-09-10 (this pass),5,Candidate-pending-verification,Registration status/price/eligibility not verified.,beyond-the-pilot-securing-corporate-adoption,"01:00pm - 03:00pm, Tuesday, September 22, 2026 80 58th Street, Brooklyn, Brooklyn, New York, 11220, United States Public event Register now Join LACI at BATWorks and Urban Future Lab (UFL) at NYU Tandon for Beyond the Pilot: Securing Corporate Adoption on Sept 22, 2026. For many climate startups, scaling beyond the pilot can represent a formidable valley of death. How can climate startups better learn how to master B2B customer engagement? And what do climate corporations wish startups understoo",,primary-page (official description parsed 2026-09-10),yes
CW-0290,official-838,Waterfront Alliance Office Hours,2026-09-22,01:30pm-03:30pm,America/New_York (assumed; NYC listing),11 Broadway,,Manhattan,Waterfront Alliance,https://www.climateweeknyc.org/event-search/waterfront-alliance-office-hours?hsLang=en,https://form.jotform.com/262183178975167,climateweeknyc.org/event-search (official),In-person,strong,2,  [secondary: cities / urban systems; transport / mobility],,Not stated on official listing (unverified),unknown,Public event on official directory; eligibility not inferred,"Registration availability not observed; Public event (official page, 2026-09-10)",2026-09-10 (this pass),4,Qualified,Registration status/price/eligibility not verified.,waterfront-alliance-office-hours,"01:30pm - 03:30pm, Tuesday, September 22, 2026 11 Broadway, Manhattan, New York, New York, 10004, United States Public event Register now Looking for a place to recharge during Climate Week NYC? Join the Waterfront Alliance team for open office hours throughout Climate Week. Whether you need a place to rest, charge your phone, use the restroom, connect with climate professionals, learn more about our work, or simply stop by and say hello, our doors are open. This is an informal opportunity to me",connect; network; office hours,primary-page (official description parsed 2026-09-10),no
CW-0339,official-838,Where AI Scales and the Grid Gets Cleaner: Australia's Opportunity - Afternoon Forum & Networking,2026-09-22,01:30pm-05:00pm,America/New_York (assumed; NYC listing),600 Third Avenue,,Manhattan,Australian Trade & Investment Commission in partnership with Fortescue,https://www.climateweeknyc.org/event-search/where-ai-scales-and-the-grid-gets-cleaner-australias-opportunity-afternoon-forum-networking?hsLang=en,https://luma.com/2uu2n368,climateweeknyc.org/event-search (official),In-person,strong,4,energy / grid / power markets; software / data / AI infrastructure,,Not stated on official listing (unverified),unknown,Public event on official directory; eligibility not inferred,"Registration availability not observed; Public event (official page, 2026-09-10)",2026-09-10 (this pass),6,Candidate-pending-verification,Registration status/price/eligibility not verified.,where-ai-scales-and-the-grid-gets-cleaner-australias-opportunity-afternoon-forum-networking,,,directory-tag only (description not retrieved),yes
CW-0368,official-838,NPUC UTILITY SOLUTIONS Forum,2026-09-22,01:30pm-12:30pm,America/New_York (assumed; NYC listing),445 11th Avenue,,Manhattan,Motive Power & The National Public Utilities Council (NPUC),https://www.climateweeknyc.org/event-search/npuc-utility-solutions-forum?hsLang=en,https://www.decarbforum.com,climateweeknyc.org/event-search (official),In-person,medium,6,built world / data centers / real estate; energy / grid / power markets; software / data / AI infrastructure,,Not stated on official listing (unverified),unknown,Private event on official directory; eligibility not inferred,"Registration availability not observed; Private event (official page, 2026-09-10)",2026-09-10 (this pass),7,Qualified,Registration status/price/eligibility not verified.,npuc-utility-solutions-forum,"01:30pm - 12:30pm, Tuesday, September 22, 2026 445 11th Avenue, Manhattan, New York, New York, 10001, United States Private event Register now The Utility Solutions Forum — presented by the National Public Utilities Council (NPUC) and driven by Motive Power — unites utility leaders for two focused half-days during New York Climate Week 2026. This year's theme, Utilities at the Center of America's Energy Expansion, reflects the moment: AI, data centers, electrification, and explosive load growth ",showcase,primary-page (official description parsed 2026-09-10),yes
CW-0274,official-838,Trading for Food Security in a Changing Climate,2026-09-22,02:00pm-03:00pm,America/New_York (assumed; NYC listing),Chelsea/Meatpacking District. Exact address provided upon RSVP approval,,Manhattan,​The Abdul Latif Jameel Water and Food Systems Lab (J-WAFS) at MIT,https://www.climateweeknyc.org/event-search/trading-for-food-security-in-a-changing-climate?hsLang=en,https://luma.com/5ap2c45e,climateweeknyc.org/event-search (official),In-person,medium,2,industrial decarbonization / manufacturing,,Not stated on official listing (unverified),unknown,Public event on official directory; eligibility not inferred,"Registration availability not observed; Public event (official page, 2026-09-10)",2026-09-10 (this pass),3,Candidate-pending-verification,Registration status/price/eligibility not verified.,trading-for-food-security-in-a-changing-climate,,,directory-tag only (description not retrieved),no
CW-0380,official-838,Trust by Design: Protecting Climate Information in the Age of AI”;a closed-door executive roundtable,2026-09-22,02:00pm-03:30pm,America/New_York (assumed; NYC listing),New York City,,,Climate Group,https://www.climateweeknyc.org/event-search/trust-by-design-protecting-climate-information-in-the-age-of-aia-closed-door-executive-roundtable?hsLang=en,https://eur.cvent.me/9aR2QV?rt=V0Ac6ckJMkOxbM_kz8XScw&RefId=CrprtNnmbrsCWNYCStHLOPdApp,climateweeknyc.org/event-search (official),In-person,strong,2,energy / grid / power markets,,Not stated on official listing (unverified),unknown,Private event on official directory; eligibility not inferred,"Registration availability not observed; Private event (official page, 2026-09-10)",2026-09-10 (this pass),4,Qualified,Registration status/price/eligibility not verified.,trust-by-design-protecting-climate-information-in-the-age-of-aia-closed-door-executive-roundtable,"02:00pm - 03:30pm, Tuesday, September 22, 2026 New York City Private event Register now AI, search and digital platforms are increasingly shaping how people discover and interpret information. This creates significant opportunities to make climate and clean energy information more accessible, but also raises new questions about accuracy, trust, discoverability and the role of authoritative sources. This closed-door roundtable will create space for senior leaders from technology, climate and clea",roundtable,primary-page (official description parsed 2026-09-10),yes
CW-0268,official-838,Resisting the Easy Fix: The Limits of Coal as a National Response to Geopolitical Shifts,2026-09-22,03:00pm-04:30pm,America/New_York (assumed; NYC listing),113 W 24 St,,Manhattan,"Crux Alliance, Forum Energii, and International Network of Energy Transition Think Tanks",https://www.climateweeknyc.org/event-search/resisting-the-easy-fix-the-limits-of-coal-as-a-national-response-to-geopolitical-shifts?hsLang=en,https://cruxalliance.org/event/climateweek2026/,climateweeknyc.org/event-search (official),In-person,strong,2,energy / grid / power markets,,Not stated on official listing (unverified),unknown,Public event on official directory; eligibility not inferred,"Registration availability not observed; Public event (official page, 2026-09-10)",2026-09-10 (this pass),4,Qualified,Registration status/price/eligibility not verified.,resisting-the-easy-fix-the-limits-of-coal-as-a-national-response-to-geopolitical-shifts,"03:00pm - 04:30pm, Tuesday, September 22, 2026 113 W 24 St, Manhattan, New York, New York, 10001, United States Public event Register now As global fuel market disruptions and geopolitical tensions revive interest in domestic energy resources, this side event examines whether coal can realistically serve as a pillar of energy security and economic resilience. Drawing on experiences from major coal regions—Poland, Türkiye, China, the United States, and South Africa—experts will discuss how recent",reception,primary-page (official description parsed 2026-09-10),yes
CW-0367,official-838,The Water–Flooding–Energy Nexus in New York;Inaugural Workshop of the NYC Water Environment Technology (W.E.T.) Lab,2026-09-22,03:00pm-05:00pm,America/New_York (assumed; NYC listing),140 Broadway,,Manhattan,Co-hosted by Pratt Institute Graduate Architecture/Landscape Architecture/Urban Design and Arup,https://www.climateweeknyc.org/event-search/the-waterfloodingenergy-nexus-in-new-yorkinaugural-workshop-of-the-nyc-water-environment-technology-wet-lab?hsLang=en,https://info.arup.com/3284-Water-Flooding-Energy-Nexus-NY_Register-Interest.html,climateweeknyc.org/event-search (official),In-person,medium,5,built world / data centers / real estate; energy / grid / power markets  [secondary: cities / urban systems],,Not stated on official listing (unverified),unknown,Public event on official directory; eligibility not inferred,"Registration availability not observed; Public event (official page, 2026-09-10)",2026-09-10 (this pass),6,Candidate-pending-verification,Registration status/price/eligibility not verified.,the-waterfloodingenergy-nexus-in-new-yorkinaugural-workshop-of-the-nyc-water-environment-technology-wet-lab,"03:00pm - 05:00pm, Tuesday, September 22, 2026 140 Broadway, Manhattan, New York, New York, 10005, United States Public event Register now Concept: This invite only workshop will have two primary goals structured in two lightning round sessions. They are to first assess compound integrated water and hydro-electric capacities for two specific NYC sites and second to identify a broader set of candidate sites that have active funding/investment streams which can foster catalytic adaptation at a “di",,primary-page (official description parsed 2026-09-10),yes
CW-0348,official-838,Clean Energy Finance Forum,2026-09-22,03:00pm-07:00pm,America/New_York (assumed; NYC listing),55 Hudson Yards,,,"CEART.io and Weaver and Cooley, organized by 1BusinessWorld",https://www.climateweeknyc.org/event-search/clean-energy-finance-forum?hsLang=en,https://1businessworld.com/event/2026-clean-energy-finance-forum/,climateweeknyc.org/event-search (official),In-person,medium,6,energy / grid / power markets; climate finance / investment; software / data / AI infrastructure,,Not stated on official listing (unverified),unknown,Private event on official directory; eligibility not inferred,"Registration availability not observed; Private event (official page, 2026-09-10)",2026-09-10 (this pass),7,Qualified,Registration status/price/eligibility not verified.,clean-energy-finance-forum,"03:00pm - 07:00pm, Tuesday, September 22, 2026 55 Hudson Yards, New York, New York, 10001, United States Private event Register now Clean-energy capital is available. The bottleneck is diligence readiness — on both sides of the transaction. Hosted by CEART.io and Weaver, and organized by 1BusinessWorld, the Clean Energy Finance Forum is a focused afternoon in New York City for the investors, lenders, sellers, advisors and insurers making those decisions. The program is built around the two chair",,primary-page (official description parsed 2026-09-10),yes
CW-0218,official-838,Climate Week NYC: Digital Activism Tech Lab @ Flushing Library - QPL,2026-09-22,03:30pm-04:30pm,America/New_York (assumed; NYC listing),41-17 Main Street,,Queens,Queens Public Library,https://www.climateweeknyc.org/event-search/climate-week-nyc-digital-activism-tech-lab-flushing-library-qpl?hsLang=en,https://www.queenslibrary.org/calendar/climate-week-nyc-digital-activism-tech-lab/001129-0726,climateweeknyc.org/event-search (official),In-person,medium,2,software / data / AI infrastructure,,Not stated on official listing (unverified),unknown,Public event on official directory; eligibility not inferred,"Registration availability not observed; Public event (official page, 2026-09-10)",2026-09-10 (this pass),3,Excluded-non-commercial,Registration status/price/eligibility not verified.,climate-week-nyc-digital-activism-tech-lab-flushing-library-qpl,"03:30pm - 04:30pm, Tuesday, September 22, 2026 41-17 Main Street, Queens, Flushing, New York, 11355, United States Public event Register now How can digital media inspire change? Through digital activism, teens will use Canva and Photoshop to create digital collages, posters, memes, and other visual media exploring topics such as sustainability, climate action, environmental issues, and AI. Along the way, they’ll learn how visual storytelling can raise awareness, encourage dialogue, and inspire ",,primary-page (official description parsed 2026-09-10),no
CW-0201,official-838,"Climate Under Pressure: A Corporate Fishbowl on Risk, Resilience, and Finance",2026-09-22,03:30pm-06:00pm,America/New_York (assumed; NYC listing),875 3rd Ave,,Manhattan,The Conference Board,https://www.climateweeknyc.org/event-search/climate-under-pressure-a-corporate-fishbowl-on-risk-resilience-and-finance?hsLang=en,https://www.conference-board.org/events/Climate-week,climateweeknyc.org/event-search (official),In-person,medium,4,climate finance / investment; industrial decarbonization / manufacturing,,Not stated on official listing (unverified),unknown,Private event on official directory; eligibility not inferred,"Registration availability not observed; Private event (official page, 2026-09-10)",2026-09-10 (this pass),5,Candidate-pending-verification,Registration status/price/eligibility not verified.,climate-under-pressure-a-corporate-fishbowl-on-risk-resilience-and-finance,"03:30pm - 06:00pm, Tuesday, September 22, 2026 875 3rd Ave, Manhattan, New York, New York, 10022, United States Private event Register now Whether you're leading sustainability, corporate citizenship, or ESG strategy, this discussion will provide practical insights into turning climate ambition into durable business action.",,primary-page (official description parsed 2026-09-10),no
CW-0161,official-838,Convening The Next-Gen Materials Transition,2026-09-22,03:30pm-07:30pm,America/New_York (assumed; NYC listing),227 W 27th St,,Manhattan,EcoAge,https://www.climateweeknyc.org/event-search/convening-the-next-gen-materials-transition?hsLang=en,https://nycw-nextgenmaterials.rsvpify.com,climateweeknyc.org/event-search (official),In-person,medium,2,industrial decarbonization / manufacturing,,Not stated on official listing (unverified),unknown,Private event on official directory; eligibility not inferred,"Registration availability not observed; Private event (official page, 2026-09-10)",2026-09-10 (this pass),3,Candidate-pending-verification,Registration status/price/eligibility not verified.,convening-the-next-gen-materials-transition,,,directory-tag only (description not retrieved),no
