record_id,origin,title,date_local,time_local,timezone,venue,neighborhood,borough,host,official_url,registration_url,source_calendars,format,net_signal,icp_score,icp_fit_rationale,confirmed_people_orgs,target_audience,price_currency,access_requirements,observed_registration_status,observation_time,rank_score,rank_tier,remaining_uncertainty,slug,official_desc_snippet,networking_evidence,evidence_level,desc_has_commercial
CW-0206,official-838,Beyond the Pilot: Securing Corporate Adoption,2026-09-22,01:00pm-03:00pm,America/New_York (assumed; NYC listing),80 58th Street,,Brooklyn,LACI at BATWorks and Urban Future Lab (UFL),https://www.climateweeknyc.org/event-search/beyond-the-pilot-securing-corporate-adoption?hsLang=en,https://events.laincubator.org/cwnyc26-beyond-pilot-corporate-adoption,climateweeknyc.org/event-search (official),In-person,medium,4,energy / grid / power markets; software / data / AI infrastructure,,Not stated on official listing (unverified),unknown,Public event on official directory; eligibility not inferred,"Registration availability not observed; Public event (official page, 2026-09-10)",2026-09-10 (this pass),5,Candidate-pending-verification,Registration status/price/eligibility not verified.,beyond-the-pilot-securing-corporate-adoption,"01:00pm - 03:00pm, Tuesday, September 22, 2026 80 58th Street, Brooklyn, Brooklyn, New York, 11220, United States Public event Register now Join LACI at BATWorks and Urban Future Lab (UFL) at NYU Tandon for Beyond the Pilot: Securing Corporate Adoption on Sept 22, 2026. For many climate startups, scaling beyond the pilot can represent a formidable valley of death. How can climate startups better learn how to master B2B customer engagement? And what do climate corporations wish startups understoo",,primary-page (official description parsed 2026-09-10),yes
CW-0339,official-838,Where AI Scales and the Grid Gets Cleaner: Australia's Opportunity - Afternoon Forum & Networking,2026-09-22,01:30pm-05:00pm,America/New_York (assumed; NYC listing),600 Third Avenue,,Manhattan,Australian Trade & Investment Commission in partnership with Fortescue,https://www.climateweeknyc.org/event-search/where-ai-scales-and-the-grid-gets-cleaner-australias-opportunity-afternoon-forum-networking?hsLang=en,https://luma.com/2uu2n368,climateweeknyc.org/event-search (official),In-person,strong,4,energy / grid / power markets; software / data / AI infrastructure,,Not stated on official listing (unverified),unknown,Public event on official directory; eligibility not inferred,"Registration availability not observed; Public event (official page, 2026-09-10)",2026-09-10 (this pass),6,Candidate-pending-verification,Registration status/price/eligibility not verified.,where-ai-scales-and-the-grid-gets-cleaner-australias-opportunity-afternoon-forum-networking,,,directory-tag only (description not retrieved),yes
CW-0274,official-838,Trading for Food Security in a Changing Climate,2026-09-22,02:00pm-03:00pm,America/New_York (assumed; NYC listing),Chelsea/Meatpacking District. Exact address provided upon RSVP approval,,Manhattan,​The Abdul Latif Jameel Water and Food Systems Lab (J-WAFS) at MIT,https://www.climateweeknyc.org/event-search/trading-for-food-security-in-a-changing-climate?hsLang=en,https://luma.com/5ap2c45e,climateweeknyc.org/event-search (official),In-person,medium,2,industrial decarbonization / manufacturing,,Not stated on official listing (unverified),unknown,Public event on official directory; eligibility not inferred,"Registration availability not observed; Public event (official page, 2026-09-10)",2026-09-10 (this pass),3,Candidate-pending-verification,Registration status/price/eligibility not verified.,trading-for-food-security-in-a-changing-climate,,,directory-tag only (description not retrieved),no
CW-0367,official-838,The Water–Flooding–Energy Nexus in New York;Inaugural Workshop of the NYC Water Environment Technology (W.E.T.) Lab,2026-09-22,03:00pm-05:00pm,America/New_York (assumed; NYC listing),140 Broadway,,Manhattan,Co-hosted by Pratt Institute Graduate Architecture/Landscape Architecture/Urban Design and Arup,https://www.climateweeknyc.org/event-search/the-waterfloodingenergy-nexus-in-new-yorkinaugural-workshop-of-the-nyc-water-environment-technology-wet-lab?hsLang=en,https://info.arup.com/3284-Water-Flooding-Energy-Nexus-NY_Register-Interest.html,climateweeknyc.org/event-search (official),In-person,medium,5,built world / data centers / real estate; energy / grid / power markets  [secondary: cities / urban systems],,Not stated on official listing (unverified),unknown,Public event on official directory; eligibility not inferred,"Registration availability not observed; Public event (official page, 2026-09-10)",2026-09-10 (this pass),6,Candidate-pending-verification,Registration status/price/eligibility not verified.,the-waterfloodingenergy-nexus-in-new-yorkinaugural-workshop-of-the-nyc-water-environment-technology-wet-lab,"03:00pm - 05:00pm, Tuesday, September 22, 2026 140 Broadway, Manhattan, New York, New York, 10005, United States Public event Register now Concept: This invite only workshop will have two primary goals structured in two lightning round sessions. They are to first assess compound integrated water and hydro-electric capacities for two specific NYC sites and second to identify a broader set of candidate sites that have active funding/investment streams which can foster catalytic adaptation at a “di",,primary-page (official description parsed 2026-09-10),yes
CW-0201,official-838,"Climate Under Pressure: A Corporate Fishbowl on Risk, Resilience, and Finance",2026-09-22,03:30pm-06:00pm,America/New_York (assumed; NYC listing),875 3rd Ave,,Manhattan,The Conference Board,https://www.climateweeknyc.org/event-search/climate-under-pressure-a-corporate-fishbowl-on-risk-resilience-and-finance?hsLang=en,https://www.conference-board.org/events/Climate-week,climateweeknyc.org/event-search (official),In-person,medium,4,climate finance / investment; industrial decarbonization / manufacturing,,Not stated on official listing (unverified),unknown,Private event on official directory; eligibility not inferred,"Registration availability not observed; Private event (official page, 2026-09-10)",2026-09-10 (this pass),5,Candidate-pending-verification,Registration status/price/eligibility not verified.,climate-under-pressure-a-corporate-fishbowl-on-risk-resilience-and-finance,"03:30pm - 06:00pm, Tuesday, September 22, 2026 875 3rd Ave, Manhattan, New York, New York, 10022, United States Private event Register now Whether you're leading sustainability, corporate citizenship, or ESG strategy, this discussion will provide practical insights into turning climate ambition into durable business action.",,primary-page (official description parsed 2026-09-10),no
CW-0161,official-838,Convening The Next-Gen Materials Transition,2026-09-22,03:30pm-07:30pm,America/New_York (assumed; NYC listing),227 W 27th St,,Manhattan,EcoAge,https://www.climateweeknyc.org/event-search/convening-the-next-gen-materials-transition?hsLang=en,https://nycw-nextgenmaterials.rsvpify.com,climateweeknyc.org/event-search (official),In-person,medium,2,industrial decarbonization / manufacturing,,Not stated on official listing (unverified),unknown,Private event on official directory; eligibility not inferred,"Registration availability not observed; Private event (official page, 2026-09-10)",2026-09-10 (this pass),3,Candidate-pending-verification,Registration status/price/eligibility not verified.,convening-the-next-gen-materials-transition,,,directory-tag only (description not retrieved),no
CW-0166,official-838,Datamaran's Executive Forum at Climate Week NYC,2026-09-22,03:30pm-10:00pm,America/New_York (assumed; NYC listing),267 5th Ave,,Manhattan,Datamaran,https://www.climateweeknyc.org/event-search/datamaran-at-climate-week?hsLang=en,https://datamaran.registration.goldcast.io/events/daf5efe1-e421-4d88-80c6-eb3b94b57cef,climateweeknyc.org/event-search (official),In-person,medium,4,industrial decarbonization / manufacturing; software / data / AI infrastructure,,Not stated on official listing (unverified),unknown,Private event on official directory; eligibility not inferred,"Registration availability not observed; Private event (official page, 2026-09-10)",2026-09-10 (this pass),5,Candidate-pending-verification,Registration status/price/eligibility not verified.,datamaran-at-climate-week,,,directory-tag only (description not retrieved),yes
CW-0222,official-838,Climate Week: Investors & Founders Connect,2026-09-22,04:00pm-07:00pm,America/New_York (assumed; NYC listing),620 8th Ave,,Manhattan,Innovation Space and Goodwin Procter,https://www.climateweeknyc.org/event-search/climate-week-investors-founders-connect?hsLang=en,https://share.hsforms.com/1BvI5HjkLR3SyPaC9wRw4Lg4bpzr,climateweeknyc.org/event-search (official),In-person,strong,6,energy / grid / power markets; climate finance / investment; industrial decarbonization / manufacturing,,Not stated on official listing (unverified),unknown,Private event on official directory; eligibility not inferred,"Registration availability not observed; Private event (official page, 2026-09-10)",2026-09-10 (this pass),8,Candidate-pending-verification,Registration status/price/eligibility not verified.,climate-week-investors-founders-connect,,,directory-tag only (description not retrieved),yes
CW-0387,official-838,"Fireside Chat & AMA with Andy Bowman, Jupiter Power",2026-09-22,05:00pm-07:30pm,America/New_York (assumed; NYC listing),88 Pine Street,,Manhattan,Modo Energy,https://www.climateweeknyc.org/event-search/fireside-chat-ama-with-andy-bowman-jupiter-power?hsLang=en,https://luma.com/modo-34z5,climateweeknyc.org/event-search (official),In-person,medium,2,energy / grid / power markets,,Not stated on official listing (unverified),unknown,Private event on official directory; eligibility not inferred,"Registration availability not observed; Private event (official page, 2026-09-10)",2026-09-10 (this pass),3,Candidate-pending-verification,Registration status/price/eligibility not verified.,fireside-chat-ama-with-andy-bowman-jupiter-power,,,directory-tag only (description not retrieved),no
CW-0171,official-838,"Lewis Mumford Lecture: “From Crisis to Proximity: A New Social Contract for Cities,” Featuring Carlos Moreno",2026-09-22,06:00pm-07:30pm,America/New_York (assumed; NYC listing),160 Convent Avenue,,Manhattan,,https://www.climateweeknyc.org/event-search/lewis-mumford-lecture-from-crisis-to-proximity-a-new-social-contract-for-cities-featuring-carlos-moreno?hsLang=en,https://www.eventbrite.com/e/from-crisis-to-proximity-a-new-social-contract-for-cities-tickets-1992431402961?aff=oddtdtcreator#search,climateweeknyc.org/event-search (official),In-person,strong,4,built world / data centers / real estate; energy / grid / power markets,,Not stated on official listing (unverified),unknown,Public event on official directory; eligibility not inferred,"Registration availability not observed; Public event (official page, 2026-09-10)",2026-09-10 (this pass),6,Candidate-pending-verification,Registration status/price/eligibility not verified.,lewis-mumford-lecture-from-crisis-to-proximity-a-new-social-contract-for-cities-featuring-carlos-moreno,,,directory-tag only (description not retrieved),no
CW-0275,official-838,"Circular By Design: MIT Alumni Shaping the Future of Cities, Materials, Products and Systems",2026-09-22,06:00pm-08:30pm,America/New_York (assumed; NYC listing),12-16,,Manhattan,"MIT Alumni Energy, Environment and Sustainability Network (EESN), MIT Club of NY, MIT Sloan Club of NY",https://www.climateweeknyc.org/event-search/circular-by-design-mit-alumni-shaping-the-future-of-cities-materials-products-and-systems?hsLang=en,https://alumcommunity.mit.edu/topics/28487/events/283992,climateweeknyc.org/event-search (official),In-person,strong,6,built world / data centers / real estate; industrial decarbonization / manufacturing  [secondary: cities / urban systems; transport / mobility],,Not stated on official listing (unverified),unknown,Private event on official directory; eligibility not inferred,"Registration availability not observed; Private event (official page, 2026-09-10)",2026-09-10 (this pass),8,Candidate-pending-verification,Registration status/price/eligibility not verified.,circular-by-design-mit-alumni-shaping-the-future-of-cities-materials-products-and-systems,,,directory-tag only (description not retrieved),yes
CW-0172,official-838,The Nest Campus,2026-09-22,07:30am,America/New_York (assumed; NYC listing),North Javits Center  - 445 11th Ave,,Manhattan,The Nest Campus,https://www.climateweeknyc.org/event-search/the-nest-campus?hsLang=en,https://www.thenestclimatecampus.com/register?utm_campaign=43858591-TNC-Attendees-Free-2026&utm_source=Climate%20Group&utm_term=Directory%20Listing&utm_content=ClimateWeekNYC,climateweeknyc.org/event-search (official),In-person,none,0,,,Not stated on official listing (unverified),unknown,Public event on official directory; eligibility not inferred,"Registration availability not observed; Public event (official page, 2026-09-10)",2026-09-10 (this pass),-2,Candidate-pending-verification,Registration status/price/eligibility not verified.,the-nest-campus,"07:30am, Tuesday, September 22, 2026 North Javits Center - 445 11th Ave, Manhattan, New York, New York, 10001, United States Public event Register now THE NEXUS OF THE RESILIENCE ECONOMY During Climate Week NYC, the right people are in the city — but rarely in the same room. The Nest Campus changes that. One high-density environment where decision-makers across sectors gather to define and accelerate the resilience economy.",,primary-page (official description parsed 2026-09-10),no
CW-0170,official-838,Reforest the Future Summit,2026-09-22,08:00am-02:00pm,America/New_York (assumed; NYC listing),Manhattan,,Manhattan,,https://www.climateweeknyc.org/event-search/reforest-the-future-summit?hsLang=en,https://luma.com/db8gacv3,climateweeknyc.org/event-search (official),In-person,medium,2,climate finance / investment,,Not stated on official listing (unverified),unknown,Private event on official directory; eligibility not inferred,"Registration availability not observed; Private event (official page, 2026-09-10)",2026-09-10 (this pass),3,Candidate-pending-verification,Registration status/price/eligibility not verified.,reforest-the-future-summit,,,directory-tag only (description not retrieved),no
CW-0235,official-838,State and Local Climate Policy Symposium,2026-09-22,09:00am-03:00pm,America/New_York (assumed; NYC listing),113 W. 60th St,,Manhattan,Environmental Advocates NY and Fordham University,https://www.climateweeknyc.org/event-search/state-and-local-climate-policy-symposium?hsLang=en,https://luma.com/climateweekpolicysymposium,climateweeknyc.org/event-search (official),In-person,medium,4,built world / data centers / real estate; energy / grid / power markets,,Not stated on official listing (unverified),unknown,Public event on official directory; eligibility not inferred,"Registration availability not observed; Public event (official page, 2026-09-10)",2026-09-10 (this pass),5,Candidate-pending-verification,Registration status/price/eligibility not verified.,state-and-local-climate-policy-symposium,,,directory-tag only (description not retrieved),no
CW-0177,official-838,The Cool House: The Unofficial Cooling Destination of Climate Week NYC,2026-09-22,09:00am-05:30pm,America/New_York (assumed; NYC listing),Oasis by Workville,,Manhattan,Refrigerant Emissions Elimination Forum (REEF),https://www.climateweeknyc.org/event-search/the-cool-house-the-unofficial-cooling-destination-of-climate-week-nyc?hsLang=en,https://luma.com/x9325kwa,climateweeknyc.org/event-search (official),In-person,medium,2,built world / data centers / real estate,,Not stated on official listing (unverified),unknown,Public event on official directory; eligibility not inferred,"Registration availability not observed; Public event (official page, 2026-09-10)",2026-09-10 (this pass),3,Candidate-pending-verification,Registration status/price/eligibility not verified.,the-cool-house-the-unofficial-cooling-destination-of-climate-week-nyc,,,directory-tag only (description not retrieved),no
CW-0215,official-838,Transit Abundance is a Climate Solution,2026-09-22,09:00am-10:30am,America/New_York (assumed; NYC listing),49 Elizabeth St. 6th Floor,,Manhattan,"Metropolitan Abundance Project, Institute for Progress, and Parking Reform Network",https://www.climateweeknyc.org/event-search/transportation-abundance?hsLang=en,https://luma.com/parking-qmu7,climateweeknyc.org/event-search (official),In-person,strong,2,  [secondary: cities / urban systems; transport / mobility],,Not stated on official listing (unverified),unknown,Public event on official directory; eligibility not inferred,"Registration availability not observed; Public event (official page, 2026-09-10)",2026-09-10 (this pass),4,Candidate-pending-verification,Registration status/price/eligibility not verified.,transportation-abundance,,,directory-tag only (description not retrieved),no
CW-0270,official-838,Pancakes* with PENSA: A Forum for Leaders of Hardware Startups,2026-09-22,09:00am-11:00am,America/New_York (assumed; NYC listing),TBA,,Brooklyn,Pensa,https://www.climateweeknyc.org/event-search/pancakes-with-pensa-a-forum-for-leaders-of-hardware-startups?hsLang=en,https://pensa.co/pancakes,climateweeknyc.org/event-search (official),In-person,medium,10,built world / data centers / real estate; energy / grid / power markets; industrial decarbonization / manufacturing; software / data / AI infrastructure  [secondary: cities / urban systems; transport / mobility],,Not stated on official listing (unverified),unknown,Public event on official directory; eligibility not inferred,"Registration availability not observed; Public event (official page, 2026-09-10)",2026-09-10 (this pass),11,Candidate-pending-verification,Registration status/price/eligibility not verified.,pancakes-with-pensa-a-forum-for-leaders-of-hardware-startups,,,directory-tag only (description not retrieved),yes
CW-0311,official-838,Pathways to Power: Building Sustainable Careers,2026-09-22,11:30am-05:00am,America/New_York (assumed; NYC listing),466 Grand Street,,Manhattan,Henry Street Settlement;Stacks+Joules;Willdan Clean Energy Academy;The Green Launchpad;Lower East Side Employment Network;Energy Economic Development Corporation,https://www.climateweeknyc.org/event-search/pathways-to-power-building-sustainable-careers?hsLang=en,https://abronsartscenter.app.getcuebox.com/o/C5XTY485/shows/QLJZTGJV,climateweeknyc.org/event-search (official),In-person,strong,2,built world / data centers / real estate,,Not stated on official listing (unverified),unknown,Public event on official directory; eligibility not inferred,"Registration availability not observed; Public event (official page, 2026-09-10)",2026-09-10 (this pass),4,Candidate-pending-verification,Registration status/price/eligibility not verified.,pathways-to-power-building-sustainable-careers,"11:30am - 05:00am, Tuesday, September 22, 2026 466 Grand Street, Manhattan, New York, New York, 10002, United States Public event Register now We are bringing together workforce development professionals, building operators and property solutions companies, clean energy and decarbonization companies, city and state agency leaders, clean energy industry training parners, community organizations and regional economic development agencies for conversations. Topics include workforce development stra",,primary-page (official description parsed 2026-09-10),yes
CW-0326,official-838,CSO Roundtable with Tim Mohin: Realizing and Communicating the Value of Sustainability and Carbon Management,2026-09-22,12:00pm-02:00pm,America/New_York (assumed; NYC listing),,,,Covington & Burling,https://www.climateweeknyc.org/event-search/cso-roundtable-with-tim-mohin-realizing-and-communicating-the-value-of-sustainability-and-carbon-management?hsLang=en,https://forms.cloud.microsoft/pages/responsepage.aspx?id=wbmMV0W0HkqkXXn82_Gl0xNpYB0QJEZFuxh11n9Y9SxUMUIzS0tRTjg1QkNGUE9HTUQyNldGUzRPUC4u&route=shorturl,climateweeknyc.org/event-search (official),In-person,strong,1,  [secondary: cities / urban systems],,Not stated on official listing (unverified),unknown,Private event on official directory; eligibility not inferred,"Registration availability not observed; Private event (official page, 2026-09-10)",2026-09-10 (this pass),3,Candidate-pending-verification,Registration status/price/eligibility not verified.,cso-roundtable-with-tim-mohin-realizing-and-communicating-the-value-of-sustainability-and-carbon-management,,,directory-tag only (description not retrieved),no
CW-0209,official-838,Resilience Action Lab: Building an Integrated Just Transition for Our Communities,2026-09-22,12:00pm-02:30pm,America/New_York (assumed; NYC listing),Cornell Club 6 E 44th St,,Manhattan,Dartmouth Climate Collaborative,https://www.climateweeknyc.org/event-search/resilience-action-lab-building-an-integrated-just-transition-for-our-communities?hsLang=en,https://climate.dartmouth.edu/news-events/climate-week-new-york-city-2026,climateweeknyc.org/event-search (official),In-person,medium,2,energy / grid / power markets,,Not stated on official listing (unverified),unknown,Private event on official directory; eligibility not inferred,"Registration availability not observed; Private event (official page, 2026-09-10)",2026-09-10 (this pass),3,Candidate-pending-verification,Registration status/price/eligibility not verified.,resilience-action-lab-building-an-integrated-just-transition-for-our-communities,"12:00pm - 02:30pm, Tuesday, September 22, 2026 Cornell Club 6 E 44th St, Manhattan, New York, New York, 10017, United States Private event Register now This interactive, train-the-trainers workshop explores how communities and organizations can build more resilient, equitable futures by addressing multiple challenges at once. Through a facilitated World Café process, Dartmouth insight briefings, peer learning, and hands-on activities, participants will apply systems thinking, multisolving, and a",,primary-page (official description parsed 2026-09-10),yes
CW-0297,official-838,"The Collision - AI's Sustainability Challenge: A  Case Study on Data Centers, Emissions, and the Future of Climate Accountability",2026-09-22,12:00pm-03:00pm,America/New_York (assumed; NYC listing),1345 Avenue of the Americas,,Manhattan,"AICPA and CIMA and Oxford University, Said Business School",https://www.climateweeknyc.org/event-search/the-collision-ais-sustainability-challenge-a-case-study-on-data-centers-emissions-and-the-future-of-climate-accountability?hsLang=en,https://27aicpa-esg.epwebsite.com/,climateweeknyc.org/event-search (official),In-person,medium,4,climate finance / investment; software / data / AI infrastructure,,Not stated on official listing (unverified),unknown,Public event on official directory; eligibility not inferred,"Registration availability not observed; Public event (official page, 2026-09-10)",2026-09-10 (this pass),5,Candidate-pending-verification,Registration status/price/eligibility not verified.,the-collision-ais-sustainability-challenge-a-case-study-on-data-centers-emissions-and-the-future-of-climate-accountability,,,directory-tag only (description not retrieved),yes
CW-0355,official-838,"Human Planet: ​Climate, Care, Children and Innovative Finance",2026-09-22,12:00pm-03:00pm,America/New_York (assumed; NYC listing),Jay Conference Chelsea,,Manhattan,Human Planet and Partners,https://www.climateweeknyc.org/event-search/human-planet-climate-care-children-and-innovative-finance?hsLang=en,https://luma.com/shfxsx7g,climateweeknyc.org/event-search (official),In-person,medium,2,built world / data centers / real estate,,Not stated on official listing (unverified),unknown,Public event on official directory; eligibility not inferred,"Registration availability not observed; Public event (official page, 2026-09-10)",2026-09-10 (this pass),3,Candidate-pending-verification,Registration status/price/eligibility not verified.,human-planet-climate-care-children-and-innovative-finance,,,directory-tag only (description not retrieved),yes
CW-0524,official-838,Swiss Climatetech Showcase,2026-09-23,01:00pm-02:30pm,America/New_York (assumed; NYC listing),150 1st Ave,,Manhattan,Swissnex,https://www.climateweeknyc.org/event-search/swiss-climatetech-showcase?hsLang=en,https://swissnex.org/boston/event/assembly-swiss-climate-showcase/,climateweeknyc.org/event-search (official),In-person,strong,6,built world / data centers / real estate; energy / grid / power markets; industrial decarbonization / manufacturing,,Not stated on official listing (unverified),unknown,Public event on official directory; eligibility not inferred,"Registration availability not observed; Public event (official page, 2026-09-10)",2026-09-10 (this pass),8,Candidate-pending-verification,Registration status/price/eligibility not verified.,swiss-climatetech-showcase,,,directory-tag only (description not retrieved),yes
CW-0434,official-838,Following the Money to Climate Justice: A Practical Workshop for Climate Strategists,2026-09-23,01:00pm-03:00pm,America/New_York (assumed; NYC listing),109 W 39th St 2nd Fl (London Room),,Manhattan,Inclusive Development International (IDI),https://www.climateweeknyc.org/event-search/following-the-money-to-climate-justice-a-practical-workshop-for-climate-strategists?hsLang=en,https://luma.com/0uf31i74,climateweeknyc.org/event-search (official),In-person,medium,4,climate finance / investment; industrial decarbonization / manufacturing,,Not stated on official listing (unverified),unknown,Public event on official directory; eligibility not inferred,"Registration availability not observed; Public event (official page, 2026-09-10)",2026-09-10 (this pass),5,Candidate-pending-verification,Registration status/price/eligibility not verified.,following-the-money-to-climate-justice-a-practical-workshop-for-climate-strategists,"01:00pm - 03:00pm, Wednesday, September 23, 2026 109 W 39th St 2nd Fl (London Room), Manhattan, New York, New York, 10018, United States Public event Register now Inclusive Development International (IDI) invites funders, researchers, advocates, and campaigners to a hands-on demonstration of our Follow the Money methodology and open-source data tools that reveal the lenders, shareholders, buyers, and development finance institutions behind large-scale investment projects. Learn how our methodolo",,primary-page (official description parsed 2026-09-10),yes
CW-0395,official-838,What is Shaping Data Center Energy? | Panel & Networking Lunch,2026-09-23,01:00pm-04:00pm,America/New_York (assumed; NYC listing),285 Fulton St,,Manhattan,GO2 Markets,https://www.climateweeknyc.org/event-search/what-is-shaping-data-center-energy-panel-networking-lunch?hsLang=en,https://luma.com/m1avo0bz,climateweeknyc.org/event-search (official),In-person,strong,6,energy / grid / power markets; industrial decarbonization / manufacturing; software / data / AI infrastructure,,Not stated on official listing (unverified),unknown,Private event on official directory; eligibility not inferred,"Registration availability not observed; Private event (official page, 2026-09-10)",2026-09-10 (this pass),8,Candidate-pending-verification,Registration status/price/eligibility not verified.,what-is-shaping-data-center-energy-panel-networking-lunch,,,directory-tag only (description not retrieved),yes
CW-0405,official-838,From Data to Decarbonization: AI-Powered Climate Action Across the Value Chain,2026-09-23,01:00pm-06:00pm,America/New_York (assumed; NYC listing),432 W 45th St,,Manhattan,ASUENE Inc.,https://www.climateweeknyc.org/event-search/from-data-to-decarbonization-ai-powered-climate-action-across-the-value-chain?hsLang=en,https://luma.com/k7xjtird,climateweeknyc.org/event-search (official),In-person,none,6,energy / grid / power markets; industrial decarbonization / manufacturing; software / data / AI infrastructure,,Not stated on official listing (unverified),unknown,Public event on official directory; eligibility not inferred,"Registration availability not observed; Public event (official page, 2026-09-10)",2026-09-10 (this pass),4,Candidate-pending-verification,Registration status/price/eligibility not verified.,from-data-to-decarbonization-ai-powered-climate-action-across-the-value-chain,,,directory-tag only (description not retrieved),yes
CW-0544,official-838,Honest Conversation on the Insurability Crisis,2026-09-23,02:30pm-04:30pm,America/New_York (assumed; NYC listing),25 11TH Ave AT Hudson River Park,,Manhattan,"New York Communities for Change, Rainforest Action Network, Stop the Money Pipeline, Urgewald",https://www.climateweeknyc.org/event-search/honest-conversation-on-the-insurability-crisis?hsLang=en,https://www.eventbrite.com/e/an-honest-conversation-on-the-insurability-crisis-tickets-1999273993333?aff=oddtdtcreator&keep_tld=true,climateweeknyc.org/event-search (official),In-person,strong,2,climate finance / investment,,Not stated on official listing (unverified),unknown,Official directory access type not stated.,Not individually observed in this pass,2026-09-10 (this pass),4,Candidate-pending-verification,Registration status/price/eligibility not verified.,honest-conversation-on-the-insurability-crisis,,,directory-tag only (description not retrieved),no
CW-0425,official-838,Making the Case for Climate-Aligned Abundance and Urbanism,2026-09-23,03:00pm-04:15pm,America/New_York (assumed; NYC listing),395 Hudson Street,,Manhattan,"World Resources Institute, Metropolitan Abundance Project, Climate Cabinet, Parking Reform Network",https://www.climateweeknyc.org/event-search/making-the-case-for-climate-aligned-abundance-and-urbanism?hsLang=en,https://luma.com/parking-tpr0,climateweeknyc.org/event-search (official),In-person,strong,3,built world / data centers / real estate  [secondary: cities / urban systems],,Not stated on official listing (unverified),unknown,Public event on official directory; eligibility not inferred,"Registration availability not observed; Public event (official page, 2026-09-10)",2026-09-10 (this pass),5,Candidate-pending-verification,Registration status/price/eligibility not verified.,making-the-case-for-climate-aligned-abundance-and-urbanism,,,directory-tag only (description not retrieved),no
CW-0489,official-838,Nuclear Symposium,2026-09-23,03:00pm-07:00pm,America/New_York (assumed; NYC listing),Wed Sep 23rd: NY City Bar Association (42 West 44 St),,Manhattan,Nuclear New York,https://www.climateweeknyc.org/event-search/nuclear-symposium?hsLang=en,https://nuclearsymposium.com/tickets,climateweeknyc.org/event-search (official),In-person,medium,6,energy / grid / power markets; climate finance / investment; industrial decarbonization / manufacturing,,Not stated on official listing (unverified),unknown,Public event on official directory; eligibility not inferred,"Registration availability not observed; Public event (official page, 2026-09-10)",2026-09-10 (this pass),7,Candidate-pending-verification,Registration status/price/eligibility not verified.,nuclear-symposium,"03:00pm - 07:00pm, Wednesday, September 23, 2026 Wed Sep 23rd: NY City Bar Association (42 West 44 St), Thu Sep 24th: Verizon Executive Education Center at Cornell Tech (Roosevelt Island), Manhattan, New York, New York Public event Register now Building on New York’s push for a clean energy future, the 2026 Nuclear Symposium focuses on delivering clean, safe, reliable, and affordable power at scale. For the first time, the communities, the developers, the buyers, the regulators, and the capital ",,primary-page (official description parsed 2026-09-10),yes
CW-0495,official-838,Throw me some Shade - Demos and Drinks with Clean Tech startups,2026-09-23,06:00pm-09:00pm,America/New_York (assumed; NYC listing),117 Barrow St,,Manhattan,Out In Tech,https://www.climateweeknyc.org/event-search/throw-me-some-shade-demos-and-drinks-with-clean-tech-startups?hsLang=en,https://outintech.com/event/out-in-tech-ny-demos-and-drinks-with-clean-tech-startups/,climateweeknyc.org/event-search (official),In-person,strong,4,climate finance / investment; software / data / AI infrastructure,,Not stated on official listing (unverified),unknown,Private event on official directory; eligibility not inferred,"Registration availability not observed; Private event (official page, 2026-09-10)",2026-09-10 (this pass),6,Candidate-pending-verification,Registration status/price/eligibility not verified.,throw-me-some-shade-demos-and-drinks-with-clean-tech-startups,,,directory-tag only (description not retrieved),yes
CW-0455,official-838,Artist Talk & Panel: 100 Practices for a Changing Climate,2026-09-23,06:30pm-07:30pm,America/New_York (assumed; NYC listing),Wagner Pavilion Classroom,,Manhattan,Battery Park City Authority,https://www.climateweeknyc.org/event-search/artist-talk-for-the-long-now?hsLang=en,https://bpca.ny.gov/event/artist-talk-for-the-long-now/,climateweeknyc.org/event-search (official),In-person,medium,3,built world / data centers / real estate  [secondary: cities / urban systems],,Not stated on official listing (unverified),unknown,Public event on official directory; eligibility not inferred,"Registration availability not observed; Public event (official page, 2026-09-10)",2026-09-10 (this pass),4,Candidate-pending-verification,Registration status/price/eligibility not verified.,artist-talk-for-the-long-now,"06:30pm - 07:30pm, Wednesday, September 23, 2026 Wagner Pavilion Classroom, 20 Battery Place, Manhattan, New York, New York, 10280, United States Public event Register now Artist Sarah Cameron Sunde will lead a participatory ritual to practice raising a new flood gate, followed by an artist talk and panel on public art and climate change. They will discuss the role of art, ritual, and listening in preparing for extreme weather events, and how they can reveal invisible infrastructure all around u",,primary-page (official description parsed 2026-09-10),yes
CW-0422,official-838,Infill Development: Market-Based Climate Solution,2026-09-23,09:00am-10:15am,America/New_York (assumed; NYC listing),395 Hudson Street,,Manhattan,"Gehl Architects, Pew, Parking Reform Network, World Resources Institute, and the Metropolitan Abundance Project",https://www.climateweeknyc.org/event-search/infill-development-market-based-climate-solution?hsLang=en,https://luma.com/parking-t19x,climateweeknyc.org/event-search (official),In-person,strong,4,built world / data centers / real estate  [secondary: cities / urban systems; transport / mobility],,Not stated on official listing (unverified),unknown,Public event on official directory; eligibility not inferred,"Registration availability not observed; Public event (official page, 2026-09-10)",2026-09-10 (this pass),6,Candidate-pending-verification,Registration status/price/eligibility not verified.,infill-development-market-based-climate-solution,,,directory-tag only (description not retrieved),yes
